BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,SEGMENT
1283.24,0.55,5590.68,8420.68,349.49,3548.73,0.09,0.86,0.36,0.85,21,78,4314.6,14300.47,3917.91,0.69,8,One-off Purchaser
3760.57,0.31,2650.44,3775.69,906.23,7197.43,0.59,0.07,0.67,0.13,5,64,1991.73,5247.49,1549.91,0.92,9,Cash Advance User
2564.37,0.53,3844.33,133.1,5926.25,6147.56,0.8,0.66,0.9,0.93,15,62,2229.33,12217.39,2266.33,0.54,11,Installment User
1604.27,0.13,174.15,2597.36,8662.18,2677.41,0.15,0.75,0.7,0.14,7,24,11189.09,11958.45,2122.12,0.24,9,Moderate User
2980.25,0.93,3827.91,4678.12,4485.3,4410.78,0.57,0.43,0.57,0.32,5,70,13086.36,4451.76,2170.24,0.34,7,Cash Advance User
4978.67,0.89,8088.01,6940.11,6260.58,1322.2,0.42,0.57,0.74,0.52,21,33,19965.76,3723.87,3138.97,0.86,6,High Spender
2176.31,0.19,5427.22,3820.41,8097.33,7648.96,0.61,0.16,0.11,0.93,26,43,10924.91,8027.83,3937.73,0.64,12,Cash Advance User
4603.46,0.34,98.01,5360.48,3567.69,5669.42,0.42,0.32,0.63,0.63,10,69,7315.23,5366.42,1957.61,0.28,7,Cash Advance User
1725.08,0.61,4698.44,5242.64,6543.14,2994.35,0.25,0.71,0.41,0.87,4,99,13915.53,13798.3,3141.93,0.58,6,Moderate User
273.66,0.1,2914.52,1649.82,3504.32,2543.48,0.25,0.6,0.32,0.94,7,0,13234.89,13688.95,322.55,0.66,9,Moderate User
1021.21,0.35,4775.51,6230.5,6427.15,1909.11,0.86,0.14,0.51,0.75,6,78,1435.17,11576.15,358.75,1.0,8,Moderate User
2093.48,0.25,4046.93,4392.52,2176.08,6292.16,0.16,0.99,0.8,0.48,7,76,3350.69,315.86,532.02,0.51,10,Cash Advance User
1098.17,0.92,9319.79,8079.19,9778.4,3476.91,0.12,0.94,0.41,0.39,28,20,14154.63,12686.47,1140.47,0.9,10,High Spender
1.14,0.85,411.77,6906.11,761.78,2641.74,0.1,0.22,0.7,0.28,17,76,2564.67,9837.75,889.92,0.34,9,One-off Purchaser
4575.01,0.58,6835.88,1114.69,5052.33,7241.77,0.07,0.88,0.59,0.51,26,39,16317.79,7861.7,2392.5,0.64,12,Installment User
4219.4,0.52,8510.27,4887.58,2862.96,1201.74,0.01,0.27,0.92,0.05,26,16,18248.13,5855.55,1333.96,0.79,11,High Spender
3711.46,0.93,9592.39,7024.94,6008.38,2110.68,0.16,0.56,0.44,0.23,22,16,4799.93,9247.16,3437.17,0.93,9,High Spender
839.07,0.93,1776.36,870.12,4283.07,2758.13,0.19,0.78,0.82,0.36,6,75,10604.17,3841.79,3898.35,0.48,11,Moderate User
601.82,0.97,5313.05,7924.97,3066.66,2078.81,0.27,0.34,0.84,0.85,4,33,6976.42,8638.1,2017.91,0.86,11,Moderate User
338.02,0.13,435.9,2220.05,2500.38,4683.22,0.12,0.56,0.46,0.38,5,38,10897.76,9764.48,4423.39,0.52,6,Cash Advance User
3620.15,0.16,4991.84,5030.85,1824.99,4808.25,0.09,0.45,0.49,0.24,13,74,12703.21,10147.71,2926.67,0.65,12,One-off Purchaser
4644.04,0.68,1254.58,9405.61,7828.79,437.99,0.54,0.76,0.33,0.78,24,13,1222.81,6312.74,4382.62,0.24,9,Moderate User
2152.68,0.54,8378.97,5713.34,2222.0,1156.23,0.72,0.48,0.5,0.94,28,78,18012.5,1048.63,2326.82,0.82,6,High Spender
595.7,0.02,1138.7,4240.54,7735.26,1588.23,0.63,0.57,0.25,0.77,18,86,8015.09,6273.12,1714.05,0.97,8,Moderate User
2561.96,0.06,5132.88,67.95,4850.39,562.62,0.56,0.85,0.86,0.13,9,3,4644.88,13521.47,2675.96,0.78,6,Moderate User
1744.16,0.89,5210.96,1334.14,722.28,998.1,0.44,0.7,0.25,0.32,26,32,1609.99,8055.79,1926.5,0.27,7,Moderate User
1874.12,0.87,9716.5,5786.64,1654.43,1917.21,0.63,0.53,0.26,0.6,27,24,19861.39,586.67,1594.27,0.07,6,High Spender
3106.65,0.36,6549.81,4938.25,8929.05,2764.96,0.9,0.46,0.9,0.2,14,40,15429.75,5609.27,533.06,0.06,8,Moderate User
3593.59,0.89,2878.4,3638.29,6028.16,6330.47,0.63,0.13,0.53,0.64,6,85,9663.38,9236.5,2359.72,0.72,9,Cash Advance User
553.02,0.59,2407.99,9232.16,1843.33,1743.24,0.06,0.06,0.11,0.24,7,31,17451.62,4203.19,3195.48,0.79,6,One-off Purchaser
177.95,0.81,1282.48,3324.83,7037.65,5360.21,0.57,0.95,0.35,0.54,29,0,9666.5,2815.68,3978.73,0.67,11,Cash Advance User
4971.65,0.43,7565.15,5371.51,8232.62,463.05,0.52,0.19,0.71,0.71,10,62,14070.21,8669.51,4342.61,0.67,6,Moderate User
1163.64,0.11,6907.57,5687.13,3306.53,5265.93,0.45,0.28,0.41,0.79,2,87,19186.31,9112.95,848.93,0.92,8,Cash Advance User
269.15,0.43,6098.77,5274.68,5565.95,6357.75,0.57,0.61,0.42,0.8,10,52,14418.65,6885.97,1930.78,0.45,8,Cash Advance User
949.38,0.46,408.4,4775.85,2934.5,4838.46,0.67,0.83,0.5,0.77,20,6,5562.22,1387.46,3056.31,0.49,10,Cash Advance User
194.79,0.55,7628.29,3370.64,800.62,1611.14,0.04,0.83,0.22,0.14,24,42,18734.01,11079.86,3178.76,0.24,8,Moderate User
1959.05,0.11,6418.88,9087.64,3995.09,2643.26,0.48,0.83,0.42,0.99,14,36,1422.02,11337.17,4350.71,1.0,10,Moderate User
4012.01,0.99,9638.89,4508.03,7514.32,6441.45,0.82,0.98,0.22,0.77,10,69,18488.6,5863.81,2590.88,0.94,9,High Spender
1706.22,0.24,5872.02,5284.49,4586.8,3455.78,0.53,0.06,0.35,0.1,18,14,19280.38,133.15,2725.0,0.23,10,Moderate User
2220.92,0.2,3039.52,6564.78,4052.69,2041.88,0.07,0.4,0.53,0.7,26,33,2744.37,9562.07,1795.6,0.23,6,Moderate User
3377.93,0.53,3815.21,676.56,3660.07,7461.53,0.78,0.91,0.69,0.47,18,62,2063.85,14670.23,4785.21,0.77,12,Cash Advance User
2544.47,0.54,1758.41,7812.88,4589.17,5098.84,0.94,0.47,0.63,0.43,14,64,16934.88,7303.17,1068.58,0.19,8,Cash Advance User
4307.23,0.44,7229.14,5125.07,3182.29,6445.72,0.85,0.87,0.58,0.68,2,71,1477.18,10314.88,3628.55,0.2,7,Cash Advance User
4330.18,0.77,7077.22,6571.77,6121.84,196.02,0.36,0.02,0.6,0.17,9,34,16288.76,7910.65,2615.3,0.86,6,Moderate User
49.55,0.52,2006.5,7720.12,635.66,2714.69,0.53,0.5,0.51,1.0,13,75,7706.73,3563.77,1334.22,0.59,10,One-off Purchaser
3890.23,0.61,1584.89,8740.99,8073.88,3671.18,0.59,0.92,0.61,0.54,28,45,1419.35,5104.59,990.51,0.28,12,Moderate User
2303.67,0.72,770.05,3922.2,1731.67,4699.37,0.72,0.26,0.38,0.59,4,23,13213.19,14408.46,2929.48,0.4,8,Cash Advance User
4944.2,0.03,9119.76,8114.3,6334.45,1519.78,0.67,0.93,0.9,0.43,18,0,6309.11,8928.24,225.97,0.17,10,High Spender
2416.16,0.57,2330.7,2588.37,4498.83,3983.63,0.2,0.01,0.59,0.61,13,76,3873.59,2818.65,4780.96,0.59,12,Moderate User
4934.48,0.88,3441.64,6603.36,7734.94,5485.0,0.84,0.08,0.94,0.66,25,78,11386.21,746.98,1708.56,0.16,12,Cash Advance User
3772.85,0.02,2805.05,1027.07,8261.4,2767.01,0.85,0.48,0.4,0.35,27,33,1536.2,799.12,4992.65,0.32,12,Installment User
1243.02,0.41,4136.25,200.3,2042.0,5531.54,0.4,0.11,0.39,0.46,11,36,8474.86,7509.06,2800.26,0.97,7,Cash Advance User
2691.97,0.93,7140.49,957.63,6771.79,3117.23,0.13,0.23,0.97,0.26,9,12,12726.0,1575.41,1541.8,0.57,8,Installment User
4960.68,0.35,8705.96,3193.82,1899.08,3755.71,0.61,0.3,0.73,0.77,5,15,14789.13,12489.77,1150.93,0.35,6,High Spender
4287.65,0.46,1825.99,310.95,1239.98,1074.34,0.36,0.48,0.52,0.74,11,35,10818.12,5135.75,3831.85,0.93,6,Moderate User
486.83,0.98,6864.12,6304.91,9302.96,5210.2,0.74,0.39,0.72,0.81,20,69,2172.44,5760.41,272.15,0.37,6,Cash Advance User
3531.86,0.2,3525.62,3165.45,1643.89,1794.21,0.32,0.92,0.4,0.7,22,97,15505.6,5163.69,3894.79,0.73,9,Moderate User
1727.9,0.07,9805.27,7363.76,2281.32,6630.8,0.26,0.89,0.76,0.02,3,75,8364.84,8025.21,3162.66,0.33,9,High Spender
34.91,0.86,2989.19,459.15,1303.24,4427.55,0.87,0.75,0.21,0.19,29,53,4434.16,14972.89,1738.73,0.3,10,Cash Advance User
2017.4,0.87,71.93,2167.02,4702.92,4482.05,0.62,0.66,0.95,0.39,18,43,6030.69,13449.78,2848.24,0.47,10,Cash Advance User
1173.77,0.47,5156.4,4080.03,9196.07,7299.81,0.09,0.2,0.46,0.23,29,37,13681.85,3477.07,4428.73,0.56,9,Cash Advance User
4094.35,0.51,1507.31,3826.52,2640.56,1339.22,0.69,0.6,0.09,0.53,7,46,4757.87,13462.59,4739.73,0.43,11,Moderate User
1686.65,0.84,444.94,1309.99,5418.52,4241.88,0.75,0.15,0.85,0.9,0,48,2674.2,8734.16,4671.16,0.83,9,Installment User
4137.62,0.74,6982.69,9941.37,4114.59,3057.64,0.24,0.45,0.89,0.74,15,35,12800.02,10968.63,2571.73,0.69,11,Moderate User
2.99,0.27,7322.59,2844.4,3360.09,7730.59,0.97,0.46,0.73,0.27,1,63,13272.11,7809.1,2937.57,0.96,9,Cash Advance User
1539.1,0.02,4606.99,7210.32,5721.53,6341.71,0.37,0.69,0.63,0.4,8,62,9455.25,9913.82,913.19,0.38,7,Cash Advance User
1205.83,0.48,6768.86,2200.27,5588.93,6060.01,0.94,0.84,0.93,0.05,5,23,10595.06,5876.63,4596.04,0.54,6,Cash Advance User
1167.84,0.86,5382.39,8778.51,3593.67,1632.97,0.29,0.32,0.62,0.01,6,67,16804.58,4231.22,321.27,0.87,11,Moderate User
340.93,0.9,6298.01,3877.58,8505.63,1898.59,0.61,0.04,0.79,0.43,1,88,7432.8,7550.17,2418.42,0.27,8,Moderate User
935.62,0.96,5967.04,9009.02,531.72,233.45,0.52,0.05,0.47,0.73,25,10,17409.79,7131.05,1044.72,0.75,12,One-off Purchaser
2777.75,0.88,6658.23,3418.35,852.38,5108.28,0.99,0.87,0.73,0.86,1,45,17597.82,5930.77,2183.75,0.59,10,Cash Advance User
1456.81,0.58,1996.31,86.44,9907.81,2966.68,0.41,0.49,1.0,0.43,21,2,10728.44,11834.38,3441.97,0.59,12,Installment User
2086.97,0.44,2687.07,5170.2,7476.83,2496.33,0.18,0.25,0.38,0.18,12,6,1317.44,10759.8,2114.25,0.26,12,Moderate User
1884.33,0.77,4399.63,5247.88,8039.29,5096.25,0.83,0.03,0.72,0.26,23,53,18525.65,4306.68,4627.2,0.27,11,Cash Advance User
4379.52,0.74,4461.28,1198.34,6027.01,6629.5,0.04,0.53,0.15,0.45,20,10,3658.19,2959.95,3200.69,0.93,9,Installment User
4526.49,0.54,7744.12,2349.64,4198.6,1064.24,0.88,0.14,0.64,0.65,17,64,11016.82,71.64,2839.32,0.04,12,Moderate User
2464.78,0.09,3673.94,7834.96,6292.27,7349.29,0.11,0.42,0.32,0.54,26,40,13772.47,14695.76,2173.15,0.54,11,Cash Advance User
1650.78,0.93,1625.05,367.56,925.85,274.17,0.57,0.52,0.87,0.84,27,54,2806.89,5276.51,1740.34,0.69,7,Moderate User
534.0,0.46,2514.66,4895.27,7577.69,760.85,0.71,0.23,0.36,0.02,7,58,15254.62,9184.39,4474.03,0.18,11,Moderate User
4767.01,0.36,2147.34,5304.08,5407.43,6705.03,0.34,0.2,0.45,0.99,5,25,12647.92,11214.37,2091.89,0.53,9,Cash Advance User
301.13,0.63,7316.6,6887.12,9567.32,3941.63,0.84,0.02,0.98,0.93,10,53,13785.68,3088.21,2900.55,0.9,6,Moderate User
1488.25,0.67,4703.4,374.56,6374.75,7514.04,0.59,0.59,0.22,0.15,12,13,3923.21,10011.4,2461.46,0.81,9,Installment User
1490.33,0.21,7086.31,5856.46,1516.93,3693.22,0.4,0.2,0.56,0.05,21,46,6165.29,1713.93,3011.35,0.88,9,One-off Purchaser
1602.01,0.84,4162.2,30.98,4775.5,7408.98,0.33,0.88,0.86,0.62,13,15,6749.15,1451.61,1072.53,0.42,7,Cash Advance User
821.43,0.29,8897.36,2651.78,578.22,1917.04,0.11,0.6,0.31,0.72,9,11,3857.58,4545.4,4913.17,0.62,9,High Spender
3915.81,0.19,9835.2,4996.84,7454.3,4931.6,0.64,0.56,0.02,0.48,12,92,11754.2,4804.72,1910.38,0.19,11,High Spender
612.49,0.41,6698.43,9112.81,5018.32,7955.74,0.36,0.5,0.9,0.28,19,58,2455.63,2697.85,1333.36,0.86,11,Cash Advance User
3174.53,0.73,8638.13,1265.9,3696.53,3008.5,0.32,0.22,0.62,0.64,0,31,5875.25,7011.35,188.67,0.15,6,High Spender
619.23,0.97,5079.33,1692.89,9685.49,11.64,0.95,0.97,0.23,0.64,24,9,15463.32,9262.95,4215.06,0.12,12,Installment User
352.68,0.81,9346.21,6692.5,9405.99,512.42,0.27,0.97,0.28,0.15,2,92,5504.72,13898.14,3254.93,0.81,8,High Spender
4547.15,0.94,8315.86,3748.62,9528.32,6872.48,0.88,0.32,0.8,0.8,23,82,4695.78,10530.93,1490.07,0.36,10,High Spender
950.64,0.14,9917.79,6234.21,2209.7,3935.09,0.97,0.78,0.64,0.75,13,54,3689.68,7841.21,1861.83,0.74,7,High Spender
4106.25,0.07,6230.94,9974.54,7285.7,4293.75,0.82,0.12,0.73,0.08,6,72,12724.37,8090.78,2379.45,0.97,9,Cash Advance User
2723.15,0.56,7792.07,9868.72,9453.82,6395.41,0.02,0.78,0.58,0.46,1,88,9626.63,8616.68,2098.21,0.34,9,Cash Advance User
389.28,0.29,5428.68,3537.14,5708.7,6492.63,0.87,0.29,0.79,0.39,6,18,5178.89,4317.99,2125.07,0.95,12,Cash Advance User
4777.24,0.83,2591.2,5039.25,2141.6,3819.37,0.21,0.29,0.82,0.46,6,38,4873.37,11174.98,3118.51,0.26,11,Moderate User
1234.81,0.67,3547.55,9046.9,8178.12,6864.49,0.35,0.51,0.39,0.46,4,8,19787.49,9803.13,4245.28,0.77,11,Cash Advance User
4298.23,0.97,8940.05,921.68,8799.18,3747.4,0.99,0.39,0.9,0.52,26,16,2268.67,7328.65,1886.19,0.56,8,High Spender
844.05,0.25,559.48,4523.04,7032.35,5400.17,0.4,0.12,0.51,0.28,18,90,15129.44,3206.52,900.82,0.77,8,Cash Advance User
4269.71,0.49,5914.8,3775.77,2935.53,266.89,0.65,0.59,0.16,0.47,18,7,18386.35,12751.77,153.67,0.24,9,Moderate User
66.14,0.5,3724.84,2948.83,1906.94,1104.0,0.31,0.21,0.22,0.1,19,86,9462.01,2968.53,2243.49,0.78,11,Moderate User
2558.9,0.24,3866.93,9942.04,6242.7,6811.36,0.37,0.44,0.73,0.18,14,54,10150.82,2961.53,1066.81,0.72,8,Cash Advance User
3847.21,0.59,8845.71,7335.49,4828.01,2504.95,0.6,0.23,0.38,0.09,7,76,17207.31,2196.92,1080.67,0.1,9,High Spender
4673.98,0.44,8538.22,3887.47,6687.83,2677.95,0.95,0.86,0.26,0.19,7,40,1274.5,14945.79,439.92,0.62,12,High Spender
4546.01,0.45,5988.42,8290.22,1117.0,5303.93,0.28,0.34,0.6,0.0,22,7,4605.67,3671.64,768.57,0.39,11,One-off Purchaser
4098.12,0.36,2729.19,4896.66,1359.14,4740.31,0.25,0.89,0.78,0.04,21,12,14562.49,12768.48,2242.51,0.87,11,Cash Advance User
4440.96,0.02,4754.56,8728.24,3628.9,657.51,0.03,0.33,0.11,0.8,18,76,10770.96,520.79,3426.72,0.33,12,Moderate User
996.1,0.52,4082.93,2663.8,2587.6,6126.12,0.2,0.18,0.45,0.2,25,54,19376.92,10610.82,2245.79,0.71,9,Cash Advance User
1420.92,0.34,3536.18,2236.0,6193.39,4937.78,0.26,0.58,0.77,0.52,27,80,5019.5,454.67,3594.91,0.59,9,Cash Advance User
1444.84,0.0,1027.86,2472.87,3675.41,6842.65,0.06,0.56,0.9,0.37,24,19,17846.23,9362.99,3862.29,0.62,10,Cash Advance User
1885.27,0.31,5431.14,5384.81,6839.71,4283.98,0.56,0.62,0.01,0.33,24,68,19997.39,3993.64,3304.53,0.14,9,Cash Advance User
1966.6,0.28,3018.31,2913.13,7687.98,3314.6,0.13,0.3,0.66,0.86,0,24,1023.94,1031.63,124.33,0.24,8,Moderate User
2722.78,0.39,6608.08,1471.2,1871.68,2970.72,0.51,0.32,0.6,0.49,5,15,6482.05,4115.06,2756.97,0.65,11,Moderate User
799.4,0.13,3192.04,9946.28,9198.24,35.35,0.19,0.24,0.52,0.52,6,42,19643.39,1867.71,1441.14,0.04,11,Moderate User
3456.23,0.51,4311.63,9004.33,7871.6,318.27,0.94,0.93,0.16,0.46,25,81,18070.78,3300.46,4330.05,0.9,6,Moderate User
837.83,0.69,523.6,6350.12,6267.81,1049.69,0.31,0.68,0.74,0.27,29,58,2834.36,10308.57,4522.75,0.72,12,Moderate User
1551.54,0.63,9925.38,8915.43,9089.29,7436.3,0.09,0.76,0.39,0.68,17,72,5884.53,12496.06,2103.85,0.08,7,High Spender
2516.73,0.8,5076.1,9354.63,2658.69,7045.2,0.84,0.19,0.23,0.05,11,34,12921.06,6574.38,3750.8,0.58,7,Cash Advance User
3982.2,0.45,242.38,6761.08,4217.13,3977.57,0.4,0.66,0.85,0.28,24,9,5708.38,6256.89,1897.91,1.0,7,Moderate User
3697.35,0.52,5412.31,5186.8,857.87,1441.57,0.82,0.76,0.31,0.66,23,98,8440.85,6929.24,2427.71,0.09,7,One-off Purchaser
3227.67,0.81,8703.54,8820.02,4561.82,1168.89,0.31,0.34,0.2,0.03,3,18,5817.98,7065.51,4913.98,0.02,11,High Spender
778.87,0.43,7725.52,5677.97,5064.01,2049.04,0.5,0.16,0.31,0.03,24,12,6679.76,3523.28,863.79,0.36,9,Moderate User
2735.23,0.7,7009.07,1268.01,6160.67,7269.78,0.45,0.7,0.18,0.37,24,99,7481.35,14835.91,3022.9,0.47,6,Installment User
437.23,0.43,1394.65,3668.56,640.39,4171.74,0.56,0.61,0.78,0.25,29,88,10978.84,10024.21,3189.87,0.56,12,Cash Advance User
1886.82,0.42,6577.37,4459.21,324.66,6432.33,0.4,0.58,0.18,0.7,16,68,15815.13,11605.74,4222.31,0.45,12,Cash Advance User
2067.58,0.76,7662.98,9353.69,4198.9,4054.03,0.5,0.18,0.72,0.76,13,80,11459.76,6634.77,742.17,0.65,10,Cash Advance User
199.06,0.17,5724.19,6591.85,1891.33,4875.58,0.68,0.26,0.16,0.04,0,33,5672.85,11412.48,4523.3,0.78,9,One-off Purchaser
1369.94,0.34,8927.49,8752.78,7587.88,4880.82,0.41,0.62,0.23,0.44,14,42,13457.83,10250.76,3395.91,0.06,6,High Spender
4778.25,0.22,2769.9,7575.92,6687.36,250.7,0.68,0.61,0.34,0.94,3,86,16813.32,12406.72,4967.07,0.42,8,Moderate User
4768.16,0.36,2421.45,3098.61,3258.27,3562.15,0.71,0.55,0.95,0.31,13,66,13335.17,662.87,2676.78,0.15,8,Moderate User
1761.64,0.23,8695.7,7187.09,457.83,6912.39,0.75,0.77,0.91,0.2,6,9,16201.76,677.36,3139.25,0.65,10,High Spender
215.5,0.58,6253.98,1953.0,1824.44,3912.79,0.47,0.81,0.09,0.52,9,31,9535.47,8537.99,954.83,0.67,6,Moderate User
895.47,0.8,14.47,4081.46,6916.79,3482.68,0.0,0.28,0.34,0.45,24,96,18562.46,5682.71,2014.91,0.82,6,Moderate User
1961.09,0.79,3531.31,8060.92,9901.65,4212.36,0.75,0.16,0.35,0.22,10,70,12668.16,12039.27,3926.6,0.85,8,Cash Advance User
4738.9,0.36,8578.56,6119.29,3264.6,3046.14,0.91,0.2,0.21,0.23,20,12,14514.62,2486.31,1509.63,1.0,6,High Spender
706.0,0.99,273.2,8254.13,8019.96,4123.2,0.65,0.28,0.44,0.69,15,37,3104.19,3758.57,4725.7,0.07,7,Cash Advance User
3817.58,0.59,32.48,2547.04,8670.96,1082.76,0.52,0.95,0.75,0.32,17,10,12953.77,6308.24,3765.26,0.85,11,Moderate User
543.41,0.4,2812.59,7497.49,481.81,7743.57,0.56,0.14,0.1,0.99,22,14,1549.35,13407.15,1114.2,0.93,10,One-off Purchaser
4906.29,0.84,9140.0,2023.24,9162.22,273.04,0.64,0.88,0.67,0.29,1,86,4111.07,1990.53,4595.95,0.94,6,High Spender
1908.08,0.73,9014.78,5453.04,4662.03,3865.66,1.0,0.2,0.26,0.55,3,82,14274.84,11639.65,1152.17,0.04,11,High Spender
3876.17,0.75,5187.62,4335.35,9642.42,1679.94,0.06,0.35,0.64,0.07,4,7,13841.95,14828.88,2714.67,0.66,7,Moderate User
1712.96,0.2,5532.37,5564.76,5385.56,466.85,0.02,0.13,0.68,0.54,23,48,10429.1,11251.58,2986.67,0.86,10,Moderate User
3138.34,0.47,3320.08,1355.33,2351.44,5213.64,0.96,0.1,0.73,0.46,19,87,13497.48,8253.93,1936.44,0.19,7,Cash Advance User
960.08,0.86,2437.37,3612.28,9746.68,7881.45,0.44,0.1,0.86,0.35,17,65,16572.05,8374.72,1335.91,0.58,11,Cash Advance User
730.11,0.5,8152.22,6669.04,2433.05,5996.84,0.61,0.34,0.9,0.43,8,29,16847.24,2463.43,307.69,0.46,10,High Spender
4690.32,0.68,1062.95,5585.31,8824.78,2032.17,0.75,0.52,0.76,0.18,29,43,17900.36,6586.38,4272.39,0.18,10,Moderate User
4588.24,0.59,4873.54,5489.7,1731.28,3947.11,0.74,0.2,0.48,0.82,15,53,17912.35,7953.68,833.44,0.39,10,One-off Purchaser
4437.34,0.84,6343.97,5108.3,6747.68,398.25,0.65,0.93,0.04,0.92,13,96,11738.32,7475.67,1236.26,0.3,7,Moderate User
3127.17,0.28,1036.8,9438.85,4112.92,4253.36,0.47,0.59,0.94,0.84,5,82,7706.03,1674.12,4156.91,0.85,12,Cash Advance User
4041.34,0.58,5196.07,9345.7,9720.18,795.71,0.58,0.89,0.6,0.8,16,30,1005.52,2276.11,1669.16,0.73,6,Moderate User
345.18,0.12,5775.21,3601.45,1847.73,6356.86,0.73,0.15,0.53,0.55,19,23,18693.83,3778.07,3196.58,0.01,11,Cash Advance User
1673.95,0.69,7424.96,3518.95,4087.95,453.65,0.85,0.14,0.24,0.33,17,85,4750.11,7823.19,2917.24,0.56,7,Moderate User
1568.52,0.73,2348.36,5548.98,6397.76,74.89,0.13,0.85,0.68,0.17,25,38,16825.29,2409.4,3944.06,0.03,12,Moderate User
3178.23,0.04,2933.28,956.06,9776.2,6892.46,0.28,0.57,0.99,0.82,6,92,5763.82,4182.12,3240.41,0.92,7,Installment User
1779.79,0.68,5695.21,3030.07,3038.63,7540.34,0.4,0.94,0.33,0.04,29,33,7114.57,5130.6,1930.49,0.04,12,Cash Advance User
742.53,0.41,9831.26,2308.68,3968.71,692.43,0.67,0.15,0.8,0.18,15,60,4922.38,10040.75,4222.05,0.18,9,High Spender
2982.34,0.12,2174.93,2233.9,4617.92,2231.33,0.4,0.03,0.29,0.4,25,3,15739.52,4999.95,3214.72,0.2,9,Moderate User
4071.92,0.42,9859.04,6385.06,2527.0,5933.58,0.24,0.92,0.49,0.19,10,49,9273.37,10464.42,2253.08,0.8,6,High Spender
1910.62,0.19,7143.43,3843.5,8173.55,4317.23,0.03,0.7,0.21,0.58,29,52,19275.89,2265.04,1832.51,0.47,8,Cash Advance User
661.34,0.42,8260.82,1711.64,919.96,7593.89,0.84,0.81,0.51,0.72,16,80,16384.86,4254.97,3033.29,0.17,7,High Spender
983.44,0.38,896.41,8875.72,7047.9,3113.44,0.42,0.3,0.46,0.91,11,27,11762.94,6346.52,97.21,0.14,7,Moderate User
1187.42,0.74,3004.2,8741.49,5339.29,26.58,0.33,0.0,0.04,0.21,13,37,15878.97,3983.47,3752.32,0.38,9,Moderate User
1499.49,0.77,577.36,8624.63,2419.27,157.97,0.53,0.48,0.38,0.28,27,3,17005.17,2759.44,3675.6,0.57,9,Low Usage
3213.98,0.61,3715.47,3907.45,4928.3,4518.84,0.12,0.99,0.06,0.72,24,15,18425.01,14584.68,2348.42,0.8,8,Cash Advance User
3004.73,0.02,9812.9,569.82,8299.49,6016.84,0.4,0.91,0.45,0.22,23,41,2519.36,9845.9,1931.01,0.78,8,High Spender
3480.4,0.93,1052.73,1067.42,4454.42,6324.94,0.75,0.07,0.98,0.38,19,42,16222.22,317.45,4013.16,0.04,9,Cash Advance User
1812.51,0.69,5623.73,2760.48,1218.98,7292.14,0.74,0.19,0.29,0.75,27,63,4494.28,2804.58,783.83,0.65,12,Cash Advance User
4119.99,0.03,60.71,2199.7,408.02,1832.6,0.77,0.31,0.52,0.38,11,99,18406.73,9901.79,3701.55,0.02,12,Moderate User
1020.44,0.82,7126.83,8739.86,7777.96,5907.25,0.47,0.83,0.13,0.15,14,30,4569.64,5315.41,134.39,0.57,8,Cash Advance User
2345.2,0.2,1971.93,9863.58,3304.33,6616.78,0.37,0.82,0.15,0.27,14,78,4269.89,7640.52,4540.67,0.18,8,Cash Advance User
4004.69,0.58,1295.85,8166.74,9312.45,6690.2,0.83,0.19,0.36,0.08,27,8,10384.02,11995.38,4761.42,0.86,11,Cash Advance User
900.79,0.47,3370.18,7298.49,6171.47,3292.35,0.17,0.53,0.49,0.67,5,99,17288.0,1736.63,3611.89,0.38,7,Moderate User
549.32,0.42,7710.44,5886.24,4362.84,5007.86,0.73,0.5,0.7,0.05,7,67,2666.03,9617.58,3738.77,0.84,6,Cash Advance User
4418.42,0.89,1066.13,7699.08,5644.65,4412.52,0.89,0.41,0.46,0.57,19,82,2138.09,7346.99,1830.95,0.91,8,Cash Advance User
1714.65,0.44,2298.39,9470.33,4571.33,4779.89,0.29,0.54,0.02,0.95,1,33,15534.55,3386.47,4390.29,0.4,10,Cash Advance User
3419.35,0.08,84.64,6013.45,9058.11,2256.25,0.2,0.29,0.27,0.86,2,87,16952.27,4833.45,1519.13,0.59,11,Moderate User
126.74,0.95,9684.15,1546.13,4580.22,5465.88,0.51,0.53,0.02,0.07,12,10,9681.28,424.72,2836.39,0.93,6,High Spender
3450.23,0.92,5921.46,1638.58,1040.65,5680.14,0.22,0.69,0.92,0.71,5,34,13299.08,14720.31,3699.14,0.25,12,Cash Advance User
1580.51,0.68,7199.0,5838.63,5970.88,1567.59,0.87,0.06,0.03,0.69,5,27,3456.77,1917.23,2923.6,0.09,9,Moderate User
278.7,0.47,6513.83,3334.69,6229.81,3549.06,0.24,0.97,0.05,0.3,17,91,12333.69,11195.51,2467.57,0.52,11,Moderate User
3049.06,0.09,1443.65,9102.47,7653.3,3376.84,0.31,0.17,0.3,0.11,1,10,1205.26,6574.17,1143.84,0.55,11,Moderate User
